skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Salut du Saint-Sacrement		skos:Concept	Bénédiction du Saint Sacrement			Cérémonie profane		EP345846
Samedi		skos:Concept						
Samedi de Pâques		skos:Concept						
Samedi in albis		skos:Concept						
Samedi saint		skos:Concept						
Sanctus		skos:Concept						
Sanglot		skos:Concept						
Saqueboute		skos:Concept	Sacqueboute##Saquebutte##Saquebute					
Saqueboutier	Musicien qui joue du sauqueboute.	skos:Concept						
Sarabande		skos:Concept				Air à danser		EP345754;PMB1649
Satire		skos:Concept						EP346860
Sautereau	Lame de bois mince, armée d'un petit morceau de plume ou de peau de buffle qui, dans les clavecins, était poussée contre les cordes, frappait et produisait le son en s'échappant. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Facture d'instrument à cordes		EP346102
Saynète		skos:Concept						
Scène biblique		skos:Concept						PMB1650
Scène de divertissement		skos:Concept				Fragment d'oeuvre lyrique		EP346526
Scène de pièce de théâtre		skos:Concept						EP346861
Scène de théâtre		skos:Concept				Spectacle		EP346858
Scène dramatique		skos:Concept						PMB1651
Scénographie		skos:Concept						EP346862
Schola		skos:Concept						
Science		skos:Concept						PMB23301
Sculpteur		skos:Concept						EP346864
Sculpture		skos:Concept				Beaux-arts		EP345803;PMB1652
Seconde	Intervalle d'un degré conjoint; ainsi, les marches diatoniques se font toutes sur les intervalles de seconde. On distingue quatre sortes de secondes : 1° la seconde majeure formée d'un ton entier : 2° la seconde mineure, formée d'un demi-ton ; 3° la seconde augmentée, formée d'un ton et demi ; 4° Enfin la seconde minime qui appartient au genre enharmonique, et ne peut pas être employée dans la musique. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Semaine		skos:Concept						
Semaine sainte		skos:Concept						EP346865;PMB1653
Senza la cara		skos:Concept						PMB23143
Septième	Intervalle dissonant de sept degrés. Il y a trois sortes de septièmes, la septième mineure, la septième majeure et la septième diminuée. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Septuagésime		skos:Concept						
Septuor instrumental		skos:Concept						PMB1654
Sépulture		skos:Concept						
Sépulture des enfants		skos:Concept						
Séquence		skos:Concept				Hymne		EP346199;PMB1655
Séquence à la Vierge Marie		skos:Concept					Stabat Mater	PMB1656
Sérénade		skos:Concept						PMB1657
Sérénade instrumentale		skos:Concept						
Sérénade vocale		skos:Concept						EP346869
Série harmonique		skos:Concept						
Serpent (instrument)	Instrument à vent que l'on embouche par le moyen d'un bocal. Le serpent est un cornet replié pour le rendre moins long, et pour que les doigts puissent atteindre les trous qui en règlent l'intonation. Ses replis et sa forme lui ont fait donner le nom de serpent. On se sert de cet instrument dans les églises pour soutenir, le choeur, et il était en usage autrefois dans les musiques militaires pour exécuter avec le trombone la partie de contrebasse. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						PMB1658
Sexagésime		skos:Concept						
Sexte	Office court célébré à la mi-journée, vers 12h, dans la Liturgie des Heures.	skos:Concept	Office de la sixième heure.					
Sextuor		skos:Concept						EP346871
Sextuor à cordes		skos:Concept				Sextuor		EP346872
Sextuor à vents		skos:Concept						
Sextuor instrumental		skos:Concept						PMB1659
Sexualité et musique		skos:Concept						PMB22993
Sicilienne	C'est une danse napolitaine à 6/8 qui doit s'exécuter allégro. Le dessin mélodique est binaire, c'est-à-dire semblable de deux en deux mesures. Elle a les mêmes proportions que ses soeurs, la polka et la mazurka, c'est-à-dire trois périodes et huit ou seize mesures terminatives après le rappel du premier motif, quelquefois des deux premiers. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Air à danser		EP345755
Siècle des Lumières		skos:Concept						PMB1660
Sifflet	Petit instrument avec lequel on siffle ; c'est une manière de manifester son improbation. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Signe de liaison		skos:Concept						
Signe de mesure		skos:Concept						
Signe musical		skos:Concept				Notation musicale		EP346658
Silence		skos:Concept						
Simandre		skos:Concept						
Siméon		skos:Concept						PMB1661
Fête de saint Simon et saint Jude		skos:Concept						
Simphonie		skos:Concept				Pièce instrumentale		EP346583
Singspiel		skos:Concept						PMB1662
Sistre		skos:Concept						
Sixte	Intervalle entre deux sons séparés par cinq degrés de la gamme.	skos:Concept						
Sizain		skos:Concept						
Société		skos:Concept						PMB23356
Société de concerts		skos:Concept						EP346874
Société musicale		skos:Concept						EP346875
Solfège		skos:Concept						
Solfège (livre)		skos:Concept				Ouvrage didactique		EP346711
Solfège (théorie)		skos:Concept						EP346876
Soliste	Musicien ou chanteur qui exécute un solo.	skos:Concept				Musicien		EP346502
Solmisation		skos:Concept						EP346877;PMB1664
Solo vocal		skos:Concept						PMB1665
Sommeil		skos:Concept				Imitation de la nature		EP346208
Sommier		skos:Concept						EP346119
Son		skos:Concept				Acoustique		EP345665;PMB1666
Son coupé		skos:Concept						
Son fixe		skos:Concept						
Son fondamental		skos:Concept						
Son harmonique		skos:Concept				Son		EP345676
Sonate	Terme désigant un morceau composé de plusieurs mouvements et destiné à une formation de chambre - souvent une basse continue et trois instruments.	skos:Concept				Pièce instrumentale		EP346584;PMB1667
Sonate accompagnée		skos:Concept						PMB22545
Sonate en quatuor		skos:Concept						PMB1668
Sonate en trio		skos:Concept						PMB1669
Sonate pour alto		skos:Concept						PMB1670
Sonate pour basson		skos:Concept						PMB1671
Sonate pour clavecin		skos:Concept						PMB1672
Sonate pour clavecin et dessus		skos:Concept						PMB1673
Sonate pour flûte		skos:Concept						PMB1674
Sonate pour harpe		skos:Concept						PMB1675
Sonate pour pianoforte		skos:Concept						PMB1676
Sonate pour trompette		skos:Concept						PMB1677
Sonate pour vielle		skos:Concept						PMB1678
Sonate pour viole de gambe		skos:Concept						PMB1679
Sonate pour violon		skos:Concept						PMB1680
Sonate pour violoncelle		skos:Concept						PMB1681
Sonatille		skos:Concept						
Sonatine	Petite sonate de caractère facile. (Le Robert)	skos:Concept						PMB1682
Song		skos:Concept						PMB1683
Songe		skos:Concept						EP346879
Sonnet		skos:Concept				Forme poétique		EP346164;PMB1684
Sonneur		skos:Concept				Instrumentiste		EP346461
Sonomètre		skos:Concept						
Sonorité	Propriété qu'ont certains corps de renforcer les sons en les repercutant. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Soprano	"Tessiture vocale ou instrumentale appartenant au registre aigu (appelé ""dessus"" dans la musique baroque française)."	skos:Concept						
Souffle		skos:Concept						
Soufflerie	Se dit de l'ensemble des soufflets d'un orgue. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Souffleur d'orgue		skos:Concept						
Souper		skos:Concept						PMB24529
Soupir	Pause, silence qui vaut une noire. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Source littéraire		skos:Concept						EP346881
Source musicale		skos:Concept						EP346882
Sourdine		skos:Concept				Facture d'instrument à cordes		EP346103
Sous-maître de chapelle		skos:Concept				Musicien d'église		EP488888
Spectacle		skos:Concept						EP346884;PMB1685
Spectacle de rue		skos:Concept						EP346885
Spiritualité		skos:Concept						EP346887
Stance		skos:Concept						PMB1686
Stances		skos:Concept				Forme poétique		EP346165
Structure musicale		skos:Concept						PMB1687
Style allemand		skos:Concept				Style musical		EP346893
Style baroque		skos:Concept				Style musical		EP346894
Style classique		skos:Concept				Style musical		EP346895
Style concertant		skos:Concept				Style musical		EP346896
Style de Mannheim		skos:Concept						EP346891
Style français		skos:Concept				Style musical		EP346897
Style galant		skos:Concept				Style musical		EP346898
Style italien		skos:Concept				Style musical		EP346899
Style musical		skos:Concept						EP346892
Style rococo		skos:Concept				Style musical		EP346900
Suite		skos:Concept				Pièce instrumentale		EP346586;PMB1688
Suite de danses		skos:Concept						PMB1690
Suite d'orchestre		skos:Concept						PMB1689
Suite pour instrument		skos:Concept						PMB1691
Surintendant de la musique		skos:Concept				Musicien de cour		EP346481
Symbole		skos:Concept						PMB23416
Symbolisme		skos:Concept						EP346901
Symphonie	Genre destiné à l'orchestre, composé le plus souvent de trois mouvements à l'ère baroque et de quatre à l'époque classique. La symphonie apparait à la moitié du XVIIIe siècle et fait la gloire des orchestres. Le terme de sinfonia, antérieur (début XVIe), désigne des ouvertures d'opéra.	skos:Concept				Pièce instrumentale		EP346589;PMB1692
Symphonie concertante		skos:Concept						PMB1693
Système d'accord		skos:Concept						EP346902
Système de musique		skos:Concept				Acoustique		EP345677
Tablature		skos:Concept				Notation musicale		EP346668;PMB1694
Table d'agréments		skos:Concept						PMB23352
Table d'harmonie	C'est dans les clavecins, les pianos, les harpes, une planche de sapin assez mince qui sert de couverture à l'espèce de caisse destinée à recevoir l'air agité par les vibrations des cordes, et à augmenter ainsi la sonorité de l'instrument. Le dessus du violon, de la viole, du violoncelle, de la contre-basse, de la guitare, est une table d'harmonie. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						EP346904
Taille instrumentale		skos:Concept				Instrument de musique		EP346322
Taille (voix)		skos:Concept				Chanteur		EP346438
Tambour	Désigne tout type d'instrument de percussion à peau. Ses déclinaisons sont le tambourin, le tambour basque, le tambour militaire, le tambour provençal, la timbale, etc.	skos:Concept				Instrument à percussion		EP346282;PMB1695
Tambourin	Tambour plus bas que\nle tambour ordinaire qu'on fait résonner avec\nune seule baguette pour accompagner le son\nd'un galoubet dont on joue de l'autre main. (Wright, Rowland (1941). Dictionnaire des instruments de musique. Battley Brothers)	skos:Concept						PMB1696
Tambourineur		skos:Concept				Instrumentiste		EP346462
Tampon		skos:Concept						
Tarentelle		skos:Concept						PMB1697
Tárogató		skos:Concept						PMB23098
Te Deum	Hymne sacré apparu au IVe siècle dans le chant ambrosien, très à la mode dans la France des XVIIe et XVIIIe siècles où chaque fête est prétexte à l'éxécution d'un Te Deum.	skos:Concept				Cérémonie profane		EP345847
Technique		skos:Concept						PMB23479
Technique chorégraphique		skos:Concept						
Technique d'archet		skos:Concept				Technique instrumentale		EP346916
Technique d'arrangement		skos:Concept						EP346907
Technique de danse		skos:Concept						EP346908
Technique de gravure		skos:Concept						
Technique de jeu		skos:Concept						
Technique d'impression		skos:Concept						
Technique du chant		skos:Concept						
Technique instrumentale		skos:Concept						EP346913
Technique oratoire		skos:Concept						
Technique vocale		skos:Concept						EP346918;PMB24549
Témoignage		skos:Concept						PMB23290
Tempérament		skos:Concept				Système de musique		EP345678;PMB1698
Tempérament égal		skos:Concept						
Tempérament mésotonique		skos:Concept						
Tempérament pythagoricien		skos:Concept						
Tempête		skos:Concept				Imitation de la nature		EP346209
Tempo		skos:Concept						EP346923;PMB1699
Temps de Noël		skos:Concept						
Temps de Pâques		skos:Concept						
Ténèbre		skos:Concept						PMB23381
Ténor (voix)		skos:Concept						PMB23469
Tercet		skos:Concept						
Tessiture		skos:Concept						EP346924
Testament		skos:Concept				Acte notarié		EP345991;PMB23299
Tétracorde	Ce mot grec vient de tétra, quatre, et cordé, corde. Tétracorde était également le nom donné à la lyre d'Olympe et de Terpandre qui n'avait que trois cordes. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Échelle		EP346009
Texte biblique		skos:Concept						EP346925
Texte liturgique		skos:Concept						EP346926
Texte mis en musique		skos:Concept						EP346927
Texte spirituel en latin		skos:Concept						
Texte spirituel		skos:Concept						
Texte spirituel en langue vulgaire		skos:Concept						
Texte spirituel en prose		skos:Concept						
Texte spirituel en vers		skos:Concept						
Théâtre		skos:Concept						EP346932;PMB1700
Théâtre à machines		skos:Concept				Théâtre		EP346938
Théâtre allemand		skos:Concept						EP346947
Théâtre ambulant		skos:Concept						PMB22840
Théâtre de collège		skos:Concept						EP346948
Théâtre de foire		skos:Concept						EP346949
Théâtre de la foire		skos:Concept						PMB22839
Théâtre de société		skos:Concept						EP346950
